compound0,compound1,similarity
DB01406,DB00717,0.6316
DB01406,DB01108,0.5072
DB01406,DB06718,0.5612
DB01406,DB00894,0.5263
DB01406,DB00294,0.5362
DB01406,DB01185,0.5
DB01406,DB09371,0.6165
DB00417,DB00607,0.7397
DB00417,DB09319,0.6707
DB00417,DB00415,0.8092
DB00417,DB01060,0.6917
DB00417,DB01000,0.6094
DB00417,DB01604,0.6579
DB00417,DB00833,0.5303
DB00417,DB01053,0.8682
DB00417,DB00578,0.7794
DB00417,DB01147,0.6897
DB00417,DB00485,0.6259
DB00417,DB00319,0.6585
DB00417,DB01602,0.6536
DB00417,DB00713,0.7413
DB00417,DB00567,0.5455
DB00417,DB00739,0.6475
DB00417,DB00689,0.5315
DB00417,DB01061,0.6883
DB00417,DB00948,0.6503
DB00417,DB01607,0.6617
DB00748,DB09225,0.5833
DB00748,DB01620,0.6606
DB00748,DB00648,0.5421
DB00748,DB01114,0.8468
DB00748,DB11160,0.5536
DB00748,DB04837,0.531
DB00748,DB00792,0.5536
DB00748,DB08801,0.6
DB00748,DB01237,0.7193
DB00748,DB01173,0.6667
DB00748,DB09555,0.7176
DB00748,DB06691,0.5983
DB00748,DB04890,0.637
DB00748,DB00405,0.7387
DB00748,DB00835,0.7387
DB00748,DB00985,0.5503
DB00748,DB11235,0.5128
DB00748,DB01075,0.6607
DB00748,DB01239,0.5299
DB00748,DB00477,0.5299
DB00748,DB01242,0.5167
DB00748,DB08936,0.5085
DB13783,DB12364,0.5207
DB13783,DB00500,0.5152
DB13783,DB01393,0.5503
DB13783,DB13873,0.5571
DB13783,DB01039,0.5135
DB13783,DB00328,0.8993
DB13783,DB06736,0.5278
DB01246,DB01608,0.5147
DB01246,DB00679,0.5564
DB01246,DB09225,0.5528
DB01246,DB01063,0.5
DB01246,DB00831,0.5143
DB01246,DB01620,0.5179
DB01246,DB00420,0.8305
DB01246,DB00776,0.5088
DB01246,DB01621,0.5298
DB01246,DB11160,0.5391
DB01246,DB01142,0.5289
DB01246,DB00372,0.5324
DB01246,DB00933,0.5481
DB01246,DB04837,0.5345
DB01246,DB00850,0.5036
DB01246,DB00647,0.5385
DB01246,DB00924,0.5289
DB01246,DB00777,0.7087
DB01246,DB01403,0.832
DB01246,DB14575,0.5088
DB01246,DB08801,0.5366
DB01246,DB00340,0.544
DB01246,DB00343,0.5248
DB01246,DB00321,0.5289
DB01246,DB00508,0.6457
DB01246,DB01151,0.5546
DB01246,DB01069,0.8889
DB01246,DB00458,0.6281
DB01246,DB00392,0.8293
DB01246,DB01173,0.5641
DB01246,DB00726,0.7967
DB01246,DB09167,0.5785
DB01246,DB01075,0.5391
DB01246,DB01239,0.55
DB01246,DB00433,0.5414
DB01246,DB00477,0.6833
DB01246,DB00902,0.7049
DB01246,DB01242,0.5203
DB01246,DB00333,0.5161
DB01627,DB01190,0.9306
DB12364,DB01393,0.519
DB12364,DB13873,0.5503
DB12364,DB01039,0.535
DB12364,DB00328,0.5443
DB13520,DB13345,0.5581
DB13520,DB00320,0.5714
DB13520,DB00699,0.5486
DB13520,DB00247,0.5375
DB00573,DB00120,0.5
DB00573,DB04743,0.5505
DB00573,DB09216,0.5149
DB00573,DB06413,0.5333
DB00573,DB04930,0.629
DB00573,DB00887,0.5167
DB00573,DB01428,0.5859
DB00573,DB01009,0.7692
DB00573,DB06403,0.5077
DB00573,DB00600,0.5263
DB00573,DB00745,0.5333
DB00573,DB00809,0.5225
DB00573,DB01050,0.5055
DB00573,DB00946,0.5225
DB00573,DB01237,0.5
DB00573,DB03793,0.5
DB00573,DB00292,0.5098
DB00573,DB00682,0.5345
DB00573,DB00289,0.5283
DB00573,DB00870,0.5545
DB00573,DB00821,0.5385
DB00573,DB00598,0.5085
DB00573,DB09214,0.7692
DB00573,DB01173,0.5185
DB00573,DB13501,0.5179
DB00573,DB02266,0.5094
DB00573,DB09213,0.5055
DB00573,DB01399,0.5192
DB00573,DB00925,0.5179
DB00573,DB11221,0.5149
DB00573,DB01075,0.5094
DB00573,DB01600,0.6139
DB00573,DB05015,0.5133
DB00573,DB00784,0.5149
DB00573,DB11071,0.6392
DB04825,DB06413,0.5625
DB04825,DB04794,0.5616
DB04825,DB01620,0.5238
DB04825,DB00257,0.5405
DB04825,DB00568,0.6329
DB04825,DB01176,0.5414
DB04825,DB00735,0.5036
DB04825,DB11160,0.5116
DB04825,DB00647,0.5139
DB04825,DB08799,0.5075
DB04825,DB00745,0.5625
DB04825,DB01012,0.5
DB04825,DB06152,0.5441
DB04825,DB09076,0.568
DB04825,DB00946,0.5075
DB04825,DB00289,0.5581
DB04825,DB01138,0.557
DB04825,DB01616,0.5147
DB04825,DB00472,0.5
DB04825,DB00245,0.507
DB04825,DB00598,0.5106
DB04825,DB01173,0.5038
DB04825,DB00675,0.5032
DB04825,DB00925,0.5481
DB04825,DB01075,0.5891
DB04825,DB01081,0.5318
DB04825,DB01146,0.5294
DB00523,DB00162,0.8621
DB00523,DB00982,1.0
DB00523,DB00459,0.6504
DB00523,DB00755,1.0
DB04938,DB00738,0.5067
DB04938,DB04794,0.5033
DB04938,DB00600,0.5203
DB04938,DB13720,0.5143
DB04938,DB00675,0.825
DB04938,DB00925,0.5571
DB04938,DB00539,0.908
DB04938,DB00882,0.7975
DB00224,DB01232,0.5789
DB00224,DB01601,0.5116
DB00224,DB06274,0.5116
DB00224,DB00220,0.525
DB11799,DB08930,0.7209
DB00775,DB13346,0.5538
DB00969,DB00904,0.6667
DB01099,DB00544,0.5417
DB00284,DB04465,0.573
DB00284,DB00479,0.5268
DB00284,DB01172,0.5171
DB00284,DB15617,0.6154
DB00284,DB08818,0.5116
DB00284,DB03615,0.5
DB13345,DB00320,0.9323
DB13345,DB11274,0.8735
DB13345,DB01200,0.6721
DB13345,DB11273,0.8512
DB13345,DB00696,0.7888
DB13345,DB11275,0.849
DB15690,DB00977,0.7273
DB15690,DB01357,0.6129
DB15690,DB04573,0.8983
DB15690,DB13956,0.6917
DB15690,DB00783,0.8276
DB15690,DB13952,0.6774
DB15690,DB13954,0.6573
DB15690,DB13953,0.6
DB15690,DB04575,0.5693
DB15690,DB04574,0.6032
DB15690,DB01196,0.5957
DB15690,DB00655,0.7414
DB08809,DB04398,0.5385
DB06410,DB00136,0.7683
DB06410,DB00146,0.6543
DB06410,DB00169,0.6875
DB06410,DB02300,0.8485
DB06410,DB00910,0.7561
DB06410,DB00153,0.8765
DB06410,DB01436,0.8148
DB06410,DB01070,0.8148
DB01608,DB00679,0.6577
DB01608,DB01063,0.7125
DB01608,DB00831,0.7179
DB01608,DB01624,0.5677
DB01608,DB00420,0.597
DB01608,DB01621,0.7425
DB01608,DB00623,0.7037
DB01608,DB00372,0.7226
DB01608,DB00933,0.649
DB01608,DB00850,0.7355
DB01608,DB00777,0.5455
DB01608,DB01403,0.5532
DB01608,DB00875,0.5432
DB01608,DB00508,0.6154
DB01608,DB01069,0.5113
DB01608,DB01184,0.5399
DB01608,DB00392,0.518
DB01608,DB01224,0.5256
DB01608,DB00680,0.5767
DB01608,DB00433,0.7517
DB01608,DB00477,0.6471
DB01608,DB00902,0.5942
DB01608,DB01242,0.5036
DB01608,DB01623,0.5093
DB09481,DB14487,0.5385
DB09481,DB14498,0.5556
DB09481,DB14509,0.8421
DB09481,DB09409,0.5333
DB09481,DB13996,0.6154
DB09481,DB09460,0.8421
DB01021,DB00606,0.6949
DB01021,DB01324,0.6154
DB01021,DB01144,0.5217
DB01021,DB00436,0.56
DB01021,DB00880,0.6804
DB01021,DB00774,0.5769
DB01021,DB01325,0.6
DB01021,DB00562,0.5161
DB01021,DB00999,0.7423
DB00121,DB00166,0.5316
DB00422,DB00332,0.5172
DB00422,DB00473,0.5577
DB00422,DB00979,0.5556
DB00422,DB00725,0.5505
DB00422,DB04838,0.5385
DB00422,DB11181,0.566
DB00422,DB00424,0.5505
DB00422,DB11584,0.5185
DB00422,DB06701,1.0
DB00606,DB01324,0.5496
DB00606,DB00436,0.5324
DB00606,DB00880,0.6126
DB00606,DB00774,0.5254
DB00606,DB01325,0.5263
DB00606,DB00999,0.6667
DB01150,DB01066,0.5663
DB01150,DB00415,0.5612
DB01150,DB01060,0.7092
DB01150,DB00671,0.5513
DB01150,DB01329,0.5816
DB01150,DB00535,0.5931
DB01150,DB00493,0.5
DB01150,DB00833,0.7286
DB01150,DB00923,0.5116
DB01150,DB01326,0.5963
DB01150,DB01333,0.6571
DB01150,DB00430,0.5969
DB01150,DB00456,0.5479
DB01150,DB01416,0.5166
DB01150,DB01328,0.5497
DB01150,DB00447,0.6143
DB01150,DB01139,0.5526
DB01150,DB00567,0.7429
DB01150,DB01112,0.5325
DB01150,DB00689,0.6887
DB01150,DB01140,0.8873
DB06145,DB01211,0.5541
DB06145,DB13179,0.5016
DB06145,DB00207,0.5541
DB06145,DB00778,0.5223
DB06145,DB00199,0.5597
DB00266,DB01418,0.5594
DB00266,DB00946,0.6412
DB00266,DB00682,0.6324
DB00266,DB07776,0.562
DB00320,DB11274,0.8
DB00320,DB01200,0.595
DB00320,DB11273,0.7764
DB00320,DB00696,0.8537
DB00320,DB11275,0.775
DB13925,DB01282,0.5011
DB13925,DB09059,0.529
DB13925,DB11700,0.6237
DB13925,DB00067,0.5203
DB13925,DB15873,0.9785
DB13925,DB06663,0.5509
DB13925,DB15494,0.9676
DB13925,DB08890,0.5422
DB13925,DB14642,0.6195
DB13925,DB00035,0.5909
DB13925,DB02638,0.6226
DB13925,DB06788,0.5088
DB13925,DB11653,0.6119
DB13925,DB09099,0.6221
DB13925,DB13985,0.9964
DB13925,DB06791,0.7368
DB13925,DB00626,0.5435
DB11703,DB09053,0.5178
DB00679,DB00283,0.5352
DB00679,DB01063,0.6115
DB00679,DB00831,0.6405
DB00679,DB01624,0.5
DB00679,DB00420,0.5954
DB00679,DB01621,0.6341
DB00679,DB00623,0.5912
DB00679,DB00372,0.7105
DB00679,DB00933,0.8784
DB00679,DB00850,0.6184
DB00679,DB00777,0.5857
DB00679,DB01403,0.5942
DB00679,DB00216,0.5033
DB00679,DB00340,0.5362
DB00679,DB01228,0.5811
DB00679,DB00508,0.6143
DB00679,DB01069,0.5538
DB00679,DB00392,0.5441
DB00679,DB00680,0.55
DB00679,DB00433,0.6712
DB00679,DB00477,0.6466
DB00679,DB00902,0.637
DB00679,DB01242,0.5
DB00679,DB01623,0.519
DB14487,DB14498,0.6154
DB14487,DB00119,0.5333
DB14487,DB14509,0.5185
DB14487,DB14518,0.7619
DB14487,DB14489,0.5263
DB14487,DB14491,0.5263
DB14487,DB09409,0.8421
DB14487,DB13996,0.9412
DB14487,DB09460,0.5185
DB11859,DB00621,0.592
DB11859,DB04540,0.5352
DB11859,DB02789,0.75
DB11859,DB03619,0.695
DB11859,DB02659,0.5734
DB11859,DB01216,0.5797
DB11859,DB00396,0.6875
DB11859,DB00624,0.5854
DB11859,DB06780,0.5899
DB11859,DB00253,0.5909
DB11859,DB06412,0.5692
DB11859,DB04348,0.5157
DB11859,DB01586,0.6667
DB11859,DB05990,0.589
DB11859,DB13944,0.5068
DB11859,DB01420,0.5522
DB11859,DB00378,0.5938
DB11859,DB00728,0.5349
DB11859,DB01708,0.5203
DB11859,DB01108,0.5344
DB11859,DB06718,0.5455
DB11859,DB13943,0.5333
DB11859,DB06777,0.6667
DB09041,DB05219,0.5814
DB06290,DB09297,0.5762
DB11820,DB00698,0.6263
DB11820,DB00336,0.5778
DB00940,DB00344,0.5077
DB00940,DB00219,0.5674
DB00940,DB00782,0.8219
DB14528,DB14488,0.7901
DB00455,DB00967,0.7832
DB00455,DB11614,0.759
DB00455,DB00719,0.7273
DB00455,DB06766,0.5379
DB00455,DB00920,0.5352
DB00455,DB06153,0.5714
DB09296,DB09102,0.6265
DB09296,DB13878,0.5284
DB09296,DB09027,0.5193
DB09296,DB11574,0.5863
DB00283,DB06282,0.5306
DB00283,DB00557,0.5379
DB00283,DB04843,0.5
DB00283,DB00972,0.5306
DB00283,DB00933,0.5278
DB00283,DB04837,0.512
DB00283,DB00342,0.5089
DB00283,DB00836,0.5301
DB00283,DB00216,0.5442
DB00283,DB12278,0.5578
DB00283,DB00354,0.5443
DB00283,DB11584,0.5
DB00283,DB01228,0.5833
DB00283,DB00341,0.5306
DB00283,DB08936,0.5692
DB00607,DB09319,0.6517
DB00607,DB00415,0.7034
DB00607,DB01060,0.6667
DB00607,DB01000,0.5493
DB00607,DB01604,0.5904
DB00607,DB01053,0.7273
DB00607,DB00578,0.68
DB00607,DB01147,0.7296
DB00607,DB00485,0.6708
DB00607,DB00319,0.6292
DB00607,DB01602,0.6108
DB00607,DB00713,0.7516
DB00607,DB00739,0.5882
DB00607,DB01061,0.619
DB00607,DB00948,0.5989
DB00607,DB01607,0.5986
DB00621,DB02789,0.56
DB00621,DB00396,0.56
DB00621,DB00624,0.5833
DB00621,DB06780,0.5147
DB00621,DB06710,0.7049
DB00621,DB06412,0.8189
DB00621,DB01420,0.5344
DB00621,DB12499,0.5248
DB00621,DB00421,0.507
DB00621,DB01708,0.5333
DB00621,DB00717,0.5366
DB00621,DB01108,0.5625
DB00621,DB06718,0.7752
DB00621,DB01185,0.5556
DB00621,DB09371,0.5041
DB06699,DB00050,0.844
DB06699,DB00403,0.5856
DB06699,DB00014,0.6401
DB06699,DB00006,0.5387
DB06699,DB06825,0.6543
DB06699,DB00644,0.6146
DB06699,DB00007,0.6408
DB06699,DB06788,0.6623
DB06699,DB04931,0.6646
DB06699,DB01284,0.5239
DB06699,DB11842,0.5564
DB06699,DB00666,0.7081
DB06699,DB06785,0.7981
DB13167,DB09086,0.5135
DB00367,DB00957,0.766
DB00367,DB08804,0.5974
DB00367,DB00977,0.5512
DB00367,DB01357,0.5385
DB00367,DB00823,0.5734
DB00367,DB09389,1.0
DB00367,DB00396,0.5426
DB00367,DB06713,0.8872
DB00367,DB00624,0.5806
DB00367,DB09091,0.5147
DB00367,DB06780,0.5143
DB00367,DB09123,0.5385
DB00367,DB00741,0.5147
DB00367,DB06710,0.5556
DB00367,DB13944,0.5034
DB00367,DB01420,0.5481
DB00367,DB11619,0.6154
DB00367,DB04575,0.5455
DB00367,DB00717,0.8819
DB00367,DB00294,0.8333
DB00367,DB14583,0.6187
DB00367,DB09371,0.6142
DB09319,DB00415,0.7239
DB09319,DB01060,0.6424
DB09319,DB01000,0.5375
DB09319,DB01604,0.6304
DB09319,DB00833,0.5366
DB09319,DB01053,0.6584
DB09319,DB00578,0.7738
DB09319,DB01147,0.5989
DB09319,DB00485,0.5475
DB09319,DB00319,0.6735
DB09319,DB01602,0.627
DB09319,DB00447,0.5244
DB09319,DB00713,0.64
DB09319,DB00567,0.5488
DB09319,DB00739,0.538
DB09319,DB00689,0.56
DB09319,DB01061,0.6989
DB09319,DB00948,0.6667
DB09319,DB01607,0.6424
DB06711,DB00692,0.5688
DB06711,DB00571,0.5294
DB06711,DB00735,0.5487
DB06711,DB00797,0.7143
DB06711,DB00857,0.5455
DB06711,DB08799,0.6111
DB06711,DB01091,0.5345
DB06711,DB00476,0.5091
DB01004,DB00299,0.66
DB01004,DB00577,0.5133
DB01004,DB00787,0.6316
DB01332,DB01066,0.7453
DB01332,DB00671,0.7152
DB01332,DB00535,0.7286
DB01332,DB00493,0.7815
DB01332,DB01212,0.7024
DB01332,DB01415,0.7972
DB01332,DB01413,0.7089
DB01332,DB00438,0.6433
DB01332,DB01333,0.5185
DB01332,DB00267,0.7329
DB01332,DB00229,0.5122
DB01332,DB00456,0.5248
DB01332,DB01416,0.8082
DB01332,DB00567,0.5037
DB01332,DB01112,0.6174
DB01332,DB14879,0.534
DB06594,DB01428,0.5455
DB06594,DB01065,0.7677
DB06594,DB01228,0.5079
DB06594,DB00461,0.6667
DB06594,DB00328,0.5
DB06594,DB11221,0.5347
DB06594,DB00211,0.5
DB00120,DB01121,0.6377
DB00120,DB06218,0.5301
DB00120,DB00731,0.5567
DB00120,DB00949,0.5
DB00120,DB00797,0.5217
DB00120,DB00150,0.6933
DB00120,DB00914,0.5333
DB00120,DB00182,0.7541
DB00120,DB03255,0.566
DB00120,DB00135,0.7059
DB00120,DB06819,0.6866
DB00120,DB00937,0.5135
DB00120,DB03793,0.6552
DB00120,DB01037,0.5833
DB00120,DB01577,0.6562
DB00120,DB00191,0.6032
DB00120,DB00780,0.6129
DB00120,DB01255,0.6279
DB00120,DB00217,0.5429
DB00120,DB01600,0.506
DB00120,DB01576,0.7541
DB00120,DB02959,0.5455
DB00120,DB00936,0.5333
DB00120,DB01626,0.5373
DB00120,DB01247,0.5122
DB00120,DB00279,0.5053
DB00120,DB01235,0.6286
DB00120,DB00397,0.5714
DB00120,DB14754,0.7222
DB00862,DB06267,0.602
DB00862,DB00203,0.7487
DB01048,DB01280,0.5254
DB01048,DB00242,0.531
DB03614,DB00200,0.9636
DB03614,DB00115,0.6358
DB01121,DB06218,0.5814
DB01121,DB00731,0.5
DB01121,DB00949,0.5542
DB01121,DB00797,0.5
DB01121,DB01053,0.5859
DB01121,DB00914,0.6154
DB01121,DB00182,0.5938
DB01121,DB03255,0.5
DB01121,DB02546,0.5111
DB01121,DB06819,0.6
DB01121,DB03793,0.5574
DB01121,DB01577,0.5672
DB01121,DB00191,0.5758
DB01121,DB00780,0.6154
DB01121,DB01255,0.5169
DB01121,DB00217,0.5479
DB01121,DB04820,0.52
DB01121,DB01576,0.5938
DB01121,DB01626,0.5143
DB01121,DB01247,0.5176
DB01121,DB14754,0.6133
DB01211,DB13179,0.5784
DB01211,DB00207,0.8676
DB01211,DB00778,0.8552
DB01211,DB00199,0.9442
DB00554,DB00891,0.5
DB00554,DB00776,0.5085
DB00554,DB00814,0.7717
DB00554,DB00469,0.816
DB00554,DB06725,0.7717
DB06684,DB04908,0.5
DB06684,DB09128,0.5426
DB06684,DB01238,0.5027
DB00548,DB06689,0.5149
DB00548,DB04224,0.5435
DB00548,DB03796,0.5814
DB00548,DB00139,0.6545
DB00548,DB03193,0.5435
DB00548,DB02546,0.5169
DB00548,DB01440,0.5283
DB00548,DB00132,0.5435
DB00548,DB00770,0.5
DB00548,DB03017,0.6757
DB00548,DB00142,0.5
DB00548,DB00855,0.5172
DB01084,DB00334,0.5
DB01084,DB11591,0.559
DB01183,DB00921,0.5432
DB01183,DB11691,0.5455
DB01183,DB00295,0.5
DB01183,DB00956,0.5344
DB01183,DB00497,0.7519
DB01183,DB06800,0.7234
DB01183,DB00327,0.6406
DB01183,DB00704,0.8633
DB01183,DB09049,0.5545
DB01183,DB00504,0.5271
DB01183,DB06230,0.7914
DB00313,DB00517,0.5122
DB01066,DB00671,0.7356
DB01066,DB00535,0.7485
DB01066,DB00493,0.7586
DB01066,DB01212,0.7225
DB01066,DB01415,0.5904
DB01066,DB04918,0.5699
DB01066,DB01413,0.6851
DB01066,DB00438,0.6289
DB01066,DB01333,0.5063
DB01066,DB00267,0.7391
DB01066,DB00229,0.5455
DB01066,DB00456,0.5122
DB01066,DB01416,0.7811
DB01066,DB09050,0.5047
DB01066,DB00567,0.5063
DB01066,DB01112,0.593
DB01066,DB14879,0.5502
DB01066,DB01140,0.5125
DB01041,DB00170,0.5169
DB01041,DB08910,0.8148
DB01041,DB00480,0.6981
DB06709,DB00411,0.5
DB06709,DB00583,0.5556
DB06709,DB01019,0.8148
DB06709,DB03128,0.6154
DB06709,DB06756,0.5217
DB00957,DB08804,0.5455
DB00957,DB00823,0.6883
DB00957,DB09389,0.766
DB00957,DB00396,0.5143
DB00957,DB06713,0.8472
DB00957,DB00624,0.5037
DB00957,DB06780,0.5166
DB00957,DB01420,0.5205
DB00957,DB00717,0.6812
DB00957,DB00294,0.6294
DB00957,DB14583,0.6133
DB00810,DB01231,0.6471
DB00810,DB00387,0.7538
DB00810,DB06787,0.5821
DB00810,DB00942,0.7538
DB00810,DB00376,0.7368
DB00810,DB00383,0.5
DB04743,DB00887,0.5512
DB04743,DB01428,0.5094
DB04743,DB01068,0.5167
DB04743,DB02925,0.5
DB04743,DB00276,0.5362
DB04743,DB05015,0.5
DB04743,DB00533,0.5
DB04743,DB01544,0.5246
DB04743,DB11071,0.5
DB04743,DB01595,0.5763
DB06211,DB00760,0.766
DB06211,DB00303,0.6914
DB00509,DB00451,1.0
DB00509,DB01583,0.625
DB00509,DB00279,0.8413
DB00744,DB01600,0.5106
DB00889,DB11699,0.5984
DB00889,DB11181,0.5528
DB00889,DB00424,0.5397
DB00978,DB00685,0.5033
DB00978,DB01044,0.7746
DB00978,DB01137,0.6286
DB00978,DB09047,0.5906
DB00978,DB01155,0.5379
DB00978,DB00537,0.5778
DB00978,DB00365,0.6763
DB00978,DB11943,0.5676
DB00978,DB06771,0.6056
DB00978,DB00218,0.604
DB00978,DB00467,0.6818
DB00978,DB01059,0.6818
DB00978,DB01165,0.6286
DB00978,DB01208,0.6014
DB00978,DB00487,0.6418
DB00848,DB00830,0.5
DB00848,DB01579,0.5366
DB00848,DB00752,0.5429
DB00384,DB00555,0.5102
DB08867,DB00834,0.8827
DB08867,DB09091,0.5
DB08867,DB09123,0.5714
DB08867,DB00741,0.5
DB08867,DB11619,0.5455
DB00579,DB01588,0.5
DB00579,DB00648,0.5185
DB00579,DB00972,0.5
DB00579,DB01117,0.5152
DB00579,DB00543,0.5041
DB00579,DB00363,0.512
DB00579,DB00310,0.5254
DB00579,DB00829,0.5217
DB00579,DB01215,0.5
DB00579,DB04824,0.5039
DB00579,DB00502,0.5152
DB00579,DB00683,0.5
DB00579,DB08936,0.521
DB00545,DB01400,0.6494
DB00545,DB00989,0.5301
DB00738,DB09345,0.5263
DB00738,DB03808,0.9793
DB01092,DB01078,0.5627
DB01092,DB00511,0.5387
DB01092,DB01396,0.5703
DB01092,DB00390,0.5585
DB13257,DB00653,0.9091
DB13257,DB09472,0.8696
DB13257,DB14499,0.8696
DB13257,DB14530,0.9091
DB00692,DB08799,0.5785
DB14033,DB00891,0.5
DB14033,DB00634,0.6237
DB14033,DB00359,0.5
DB14033,DB00576,0.5631
DB14033,DB01581,0.5472
DB14033,DB00263,0.7429
DB14033,DB00664,0.5138
DB14033,DB01299,0.5263
DB14033,DB00250,0.5049
DB14033,DB00259,0.5647
DB14033,DB06821,0.5138
DB14033,DB01015,0.6214
DB14033,DB01298,0.5225
DB00653,DB09472,0.8696
DB00653,DB14499,0.8696
DB00653,DB14530,0.9091
DB00580,DB00891,0.5273
DB00580,DB06729,0.56
DB00580,DB00829,0.5042
DB00580,DB00263,0.5045
DB00580,DB00482,0.6015
DB00580,DB08439,0.8444
DB00580,DB01628,0.5736
DB00580,DB00259,0.5055
DB00580,DB01015,0.5138
DB00580,DB07776,0.5179
DB00580,DB00991,0.5238
DB00580,DB00533,0.6935
DB00928,DB00640,0.7273
DB00928,DB00194,0.7273
DB00928,DB06213,0.6129
DB00928,DB00552,0.52
DB00928,DB04564,0.5455
DB00928,DB01280,0.7308
DB00928,DB00987,0.8043
DB00928,DB01262,0.7556
DB00928,DB00811,0.6957
DB00928,DB00631,0.6139
DB00928,DB00242,0.5253
DB00928,DB00441,0.5532
DB00928,DB00131,0.6055
DB00928,DB12153,0.5156
DB00928,DB00118,0.5333
DB00928,DB09121,0.5
DB00928,DB01073,0.7327
DB14498,DB00551,0.5
DB14498,DB14509,0.5263
DB14498,DB09409,0.5333
DB14498,DB13996,0.6154
DB14498,DB09460,0.5263
DB04540,DB00146,0.519
DB04540,DB00169,0.6282
DB04540,DB02789,0.7606
DB04540,DB03619,0.5677
DB04540,DB02659,0.5223
DB04540,DB00396,0.5493
DB04540,DB13946,0.5
DB04540,DB00624,0.5839
DB04540,DB06780,0.5229
DB04540,DB05812,0.5882
DB04540,DB01586,0.6065
DB04540,DB05990,0.6
DB04540,DB13944,0.5375
DB04540,DB01436,0.5949
DB04540,DB01420,0.5405
DB04540,DB01708,0.6861
DB04540,DB13943,0.5
DB04540,DB06777,0.6065
DB00317,DB04946,0.5698
DB00317,DB06616,0.6042
DB00317,DB08916,0.6417
DB00317,DB00530,0.5977
DB00317,DB05294,0.6705
DB00317,DB11963,0.7027
DB00317,DB12483,0.5625
DB00317,DB09345,0.5132
DB00317,DB00805,0.5032
DB00317,DB01259,0.5073
DB01248,DB06772,0.9062
DB01248,DB01229,0.8415
DB09071,DB00980,0.6355
DB00571,DB00960,0.781
DB00571,DB00195,0.569
DB00571,DB00264,0.6168
DB00571,DB00857,0.5172
DB00571,DB01580,0.7103
DB00571,DB01297,0.6226
DB00571,DB01012,0.5156
DB00571,DB01182,0.5714
DB00571,DB06152,0.5172
DB00571,DB00243,0.507
DB00571,DB00187,0.5893
DB00571,DB00289,0.5138
DB00571,DB00192,0.5042
DB00571,DB00476,0.6034
DB00571,DB00874,0.5591
DB00571,DB00423,0.5149
DB00571,DB01193,0.5546
DB00571,DB00335,0.6226
DB00571,DB00612,0.5593
DB00571,DB00521,0.5
DB00571,DB09351,0.569
DB00571,DB01359,0.531
DB04946,DB00734,0.625
DB04946,DB01267,0.618
DB01324,DB00436,0.5507
DB01324,DB00880,0.6
DB01324,DB00774,0.5812
DB01324,DB01325,0.5487
DB01324,DB00562,0.5109
DB01324,DB00999,0.6
DB00654,DB00374,0.506
DB00654,DB00905,0.7326
DB00654,DB00287,0.6557
DB00654,DB01160,0.5
DB00654,DB12789,0.5641
DB00654,DB11660,0.8148
DB00654,DB08819,0.7159
DB13269,DB08604,0.5135
DB01268,DB01233,0.5075
DB01268,DB01035,0.5197
DB00344,DB00924,0.6167
DB00344,DB00434,0.5645
DB00344,DB00340,0.5161
DB00344,DB00540,0.5424
DB00344,DB00289,0.5614
DB00344,DB00192,0.5
DB00344,DB01151,0.5932
DB00344,DB00476,0.5289
DB00344,DB00812,0.56
DB00344,DB00934,0.6612
DB00334,DB00408,0.7023
DB00334,DB00543,0.5581
DB00334,DB00363,0.7634
DB00334,DB00670,0.5468
DB00334,DB01224,0.5417
DB00464,DB11328,0.8911
DB00929,DB01046,0.5946
DB00929,DB08964,0.7067
DB00929,DB00770,0.7273
DB00929,DB00917,0.5874
DB01400,DB01010,0.5135
DB01400,DB00989,0.6444
DB00891,DB00795,0.6614
DB00891,DB00634,0.6353
DB00891,DB00359,0.7917
DB00891,DB06729,0.7207
DB00891,DB00576,0.6526
DB00891,DB01382,0.5185
DB00891,DB01581,0.7347
DB00891,DB08828,0.5203
DB00891,DB00263,0.6392
DB00891,DB00664,0.6931
DB00891,DB08439,0.5124
DB00891,DB01299,0.6226
DB00891,DB00250,0.6316
DB00891,DB00259,0.6234
DB00891,DB06821,0.6733
DB00891,DB01015,0.7158
DB00891,DB01298,0.699
DB00891,DB05015,0.5091
DB06827,DB00314,0.5483
DB09225,DB00842,0.5
DB09225,DB01624,0.5493
DB09225,DB00420,0.595
DB09225,DB01114,0.547
DB09225,DB11160,0.5763
DB09225,DB00475,0.5041
DB09225,DB01142,0.5161
DB09225,DB04837,0.521
DB09225,DB00924,0.5484
DB09225,DB00777,0.5385
DB09225,DB01403,0.5781
DB09225,DB00829,0.5167
DB09225,DB01237,0.5333
DB09225,DB00321,0.5161
DB09225,DB00508,0.5846
DB09225,DB01069,0.5333
DB09225,DB01173,0.5333
DB09225,DB00690,0.5036
DB09225,DB09167,0.5645
DB09225,DB01075,0.5254
DB09225,DB01239,0.7642
DB09225,DB00433,0.5294
DB09225,DB00231,0.5082
DB09225,DB00477,0.6992
DB09225,DB01242,0.5714
DB09225,DB01623,0.5135
DB09477,DB00731,0.5865
DB09477,DB00584,0.8889
DB09477,DB00178,0.732
DB09477,DB01348,0.7179
DB09477,DB00881,0.6918
DB09477,DB00519,0.7179
DB09477,DB01340,0.6494
DB09477,DB06819,0.5049
DB09477,DB00542,0.535
DB09477,DB01197,0.566
DB09477,DB00722,0.84
DB09477,DB13166,0.5033
