,compound_1,compound_2,label
887,DB00170,P04070,1.0
888,DB00170,P07225,1.0
889,DB00170,P16083,1.0
890,DB00170,P15559,1.0
891,DB00170,P02818,1.0
892,DB00173,P07741,1.0
893,DB00173,O00763,1.0
894,DB00173,Q13126,1.0
895,DB00173,Q05603,1.0
896,DB00173,P0AF12,1.0
897,DB00173,Q8RLY5,1.0
898,DB00173,P17802,1.0
899,DB00173,Q9BY49,1.0
900,DB00173,Q5SL87,1.0
901,DB00173,P24666,1.0
902,DB00173,P78362,1.0
903,DB00174,P08243,1.0
904,DB00174,Q15758,1.0
905,DB00174,O43776,1.0
906,DB00174,Q7L266,1.0
907,DB00174,Q96I59,1.0
908,DB00174,Q9H2H9,1.0
909,DB00174,Q96QD8,1.0
910,DB00174,Q99624,1.0
911,DB00174,Q969I6,1.0
912,DB00175,P04035,1.0
913,DB00175,Q92769,1.0
914,DB00176,P31645,1.0
915,DB00176,Q12809,1.0
916,DB00177,P30556,1.0
917,DB00178,P12821,1.0
918,DB00178,P46663,1.0
919,DB00179,P09917,1.0
920,DB00179,P04278,1.0
921,DB00180,P04150,1.0
922,DB00181,Q9UBS5,1.0
923,DB00181,O75899,1.0
924,DB00182,Q05940,1.0
925,DB00182,Q01959,1.0
926,DB00182,Q16568,1.0
927,DB00182,Q96RJ0,1.0
928,DB00182,P23975,1.0
929,DB00182,P35348,1.0
930,DB00182,P35368,1.0
931,DB00182,P25100,1.0
932,DB00182,P08913,1.0
933,DB00182,P18089,1.0
934,DB00182,P18825,1.0
935,DB00182,P08588,1.0
936,DB00182,P07550,1.0
937,DB00182,P13945,1.0
938,DB00182,P14416,1.0
939,DB00182,P27338,1.0
940,DB00182,P31645,1.0
941,DB00182,P21397,1.0
942,DB00182,P27338,1.0
943,DB00182,Q99870,1.0
944,DB00183,P32239,1.0
945,DB00184,P43681,1.0
946,DB00184,P36544,1.0
947,DB00184,P17787,1.0
948,DB00184,Q15822,1.0
949,DB00184,P32297,1.0
950,DB00184,P30532,1.0
951,DB00184,Q15825,1.0
952,DB00184,Q9UGM1,1.0
953,DB00184,Q9GZZ6,1.0
954,DB00184,Q05901,1.0
955,DB00184,P30926,1.0
956,DB00184,P11511,1.0
957,DB00184,P28329,1.0
958,DB00185,P20309,1.0
959,DB00185,P11229,1.0
960,DB00186,P14867,1.0
961,DB00186,P47869,1.0
962,DB00186,P34903,1.0
963,DB00186,P48169,1.0
964,DB00186,P31644,1.0
965,DB00186,Q16445,1.0
966,DB00186,P18505,1.0
967,DB00186,P47870,1.0
968,DB00186,P28472,1.0
969,DB00186,O14764,1.0
970,DB00186,P78334,1.0
971,DB00186,Q8N1C3,1.0
972,DB00186,P18507,1.0
973,DB00186,Q99928,1.0
974,DB00186,O00591,1.0
975,DB00186,Q9UN88,1.0
976,DB00186,P14867,1.0
977,DB00186,P47869,1.0
978,DB00186,P34903,1.0
979,DB00186,P31644,1.0
980,DB00186,Q8N1C3,1.0
981,DB00186,P18507,1.0
982,DB00186,Q99928,1.0
983,DB00187,P08588,1.0
984,DB00188,P28074,1.0
985,DB00188,P20618,1.0
986,DB00189,P14867,1.0
987,DB00189,P47869,1.0
988,DB00189,P34903,1.0
989,DB00189,P48169,1.0
990,DB00189,P31644,1.0
991,DB00189,Q16445,1.0
992,DB00189,P18505,1.0
993,DB00189,P47870,1.0
994,DB00189,P28472,1.0
995,DB00189,O14764,1.0
996,DB00189,P78334,1.0
997,DB00189,Q8N1C3,1.0
998,DB00189,P18507,1.0
999,DB00189,Q99928,1.0
1000,DB00189,O00591,1.0
1001,DB00189,Q9UN88,1.0
1002,DB00190,P20711,1.0
1003,DB00191,P23975,1.0
1004,DB00191,P31645,1.0
1005,DB00191,Q01959,1.0
1006,DB00191,P21397,1.0
1007,DB00191,P27338,1.0
1008,DB00191,P01303,1.0
1009,DB00192,Q14524,1.0
1010,DB00193,P35372,1.0
1011,DB00193,P23975,1.0
1012,DB00193,P31645,1.0
1013,DB00193,P28335,1.0
1014,DB00193,P41145,1.0
1015,DB00193,P41143,1.0
1016,DB00193,Q693P7,1.0
1017,DB00193,P20309,1.0
1018,DB00193,P11229,1.0
1019,DB00193,P25103,1.0
1020,DB00193,Q99250,1.0
1021,DB00193,Q8NER1,1.0
1022,DB00193,Q05586,1.0
1023,DB00193,Q12879,1.0
1024,DB00193,Q13224,1.0
1025,DB00193,Q14957,1.0
1026,DB00193,O15399,1.0
1027,DB00193,Q8TCU5,1.0
1028,DB00193,O60391,1.0
1029,DB00193,P30542,1.0
1030,DB00193,P08913,1.0
1031,DB00193,P18089,1.0
1032,DB00193,P18825,1.0
1033,DB00194,P04293,1.0
1034,DB00194,P09250,1.0
1035,DB00194,Q9QNF7,1.0
1036,DB00195,P08588,1.0
1037,DB00195,P07550,1.0
1038,DB00196,P10613,1.0
1039,DB00197,P37231,1.0
1040,DB00197,P05121,1.0
1041,DB00197,O60488,1.0
1042,DB00197,Q99808,1.0
1043,DB00197,P62508,1.0
1044,DB00197,P11474,1.0
1045,DB00197,Q03181,1.0
1046,DB00197,Q07869,1.0
1047,DB00197,P09211,1.0
1048,DB00198,P11485,1.0
1049,DB00198,Q99519,1.0
1050,DB00198,Q9Y3R4,1.0
1051,DB00199,Q12809,1.0
1052,DB00199,O43193,1.0
1053,DB00200,Q99707,1.0
1054,DB00200,P22033,1.0
1055,DB00200,Q8IVH4,1.0
1056,DB00200,P20061,1.0
1057,DB00200,Q9BXJ7,1.0
1058,DB00200,O60494,1.0
1059,DB00200,Q9Y4U1,1.0
1060,DB00201,P30542,1.0
1061,DB00201,Q07343,1.0
1062,DB00201,P21817,1.0
1063,DB00201,P29274,1.0
1064,DB00201,P54750,1.0
1065,DB00201,Q01064,1.0
1066,DB00201,Q14123,1.0
1067,DB00201,Q9Y233,1.0
1068,DB00201,P27815,1.0
1069,DB00201,Q07343,1.0
1070,DB00201,Q08493,1.0
1071,DB00201,Q08499,1.0
1072,DB00201,Q9NP56,1.0
1073,DB00201,O00408,1.0
1074,DB00201,Q14432,1.0
1075,DB00201,Q13370,1.0
1076,DB00201,O76074,1.0
1077,DB00201,P51160,1.0
1078,DB00201,Q9HCR9,1.0
1079,DB00201,Q13946,1.0
1080,DB00201,O60658,1.0
1081,DB00201,O95263,1.0
1082,DB00201,O76083,1.0
1083,DB00201,P16499,1.0
1084,DB00201,P35913,1.0
1085,DB00201,P78527,1.0
1086,DB00201,O00329,1.0
1087,DB00201,P42336,1.0
1088,DB00201,P42338,1.0
1089,DB00201,Q14643,1.0
1090,DB00201,Q14571,1.0
1091,DB00201,Q14573,1.0
1092,DB00201,Q13315,1.0
1093,DB00201,P29275,1.0
1094,DB00201,P0DMS8,1.0
1095,DB00201,Q01064,1.0
1096,DB00201,Q08499,1.0
1097,DB00201,Q13370,1.0
1098,DB00201,O76074,1.0
1099,DB00202,Q9GZZ6,1.0
1100,DB00202,Q693P7,1.0
1101,DB00202,P11229,1.0
1102,DB00202,P08172,1.0
1103,DB00202,P20309,1.0
1104,DB00203,O76074,1.0
1105,DB00203,P18545,1.0
1106,DB00203,Q13956,1.0
1107,DB00204,Q12809,1.0
1108,DB00204,O95069,1.0
1109,DB00204,Q14500,1.0
1110,DB00205,P00374,1.0
1111,DB00205,P13922,1.0
1112,DB00205,P07686,1.0
1113,DB00206,Q05940,1.0
1114,DB00206,P54219,1.0
1115,DB00206,O15392,1.0
1116,DB00207,Q9UM07,1.0
1117,DB00208,Q9H244,1.0
1118,DB00209,P11229,1.0
1119,DB00209,P20309,1.0
1120,DB00210,P10826,1.0
1121,DB00210,P13631,1.0
1122,DB00210,P28702,1.0
1123,DB00210,P48443,1.0
1124,DB00210,P19793,1.0
1125,DB00210,P05412,1.0
1126,DB00210,O60603,1.0
1127,DB00210,P10276,1.0
1128,DB00210,P17174,1.0
1129,DB00211,P35348,1.0
1130,DB00211,P35368,1.0
1131,DB00211,P25100,1.0
1132,DB00213,P20648,1.0
1133,DB00213,O94760,1.0
1134,DB00214,Q13621,1.0
1135,DB00214,P55011,1.0
1136,DB00215,P31645,1.0
1137,DB00215,P35367,1.0
1138,DB00216,P28221,1.0
1139,DB00216,P28222,1.0
1140,DB00216,P30939,1.0
1141,DB00216,P08908,1.0
1142,DB00217,P08913,1.0
1143,DB00217,P18089,1.0
1144,DB00217,P18825,1.0
1145,DB00217,P48048,1.0
1146,DB00217,P08588,1.0
1147,DB00217,P07550,1.0
1148,DB00217,P13945,1.0
1149,DB00218,P43700,1.0
1150,DB00218,P43702,1.0
1151,DB00218,P11388,1.0
1152,DB00219,P11229,1.0
1153,DB00220,O90777,1.0
1154,DB00221,P08588,1.0
1155,DB00221,P07550,1.0
1156,DB00222,Q14654,1.0
1157,DB00222,P48048,1.0
1158,DB00222,Q09428,1.0
1159,DB00223,P04150,1.0
1160,DB00224,Q72874,1.0
1161,DB00226,P23975,1.0
1162,DB00227,P04035,1.0
1163,DB00227,P20701,1.0
1164,DB00227,Q92769,1.0
1165,DB00228,P14867,1.0
1166,DB00228,P47869,1.0
1167,DB00228,P34903,1.0
1168,DB00228,P48169,1.0
1169,DB00228,P31644,1.0
1170,DB00228,Q16445,1.0
1171,DB00228,P18505,1.0
1172,DB00228,P47870,1.0
1173,DB00228,P28472,1.0
1174,DB00228,O14764,1.0
1175,DB00228,P78334,1.0
1176,DB00228,Q8N1C3,1.0
1177,DB00228,P18507,1.0
1178,DB00228,Q99928,1.0
1179,DB00228,O00591,1.0
1180,DB00228,Q9UN88,1.0
1181,DB00228,Q09470,1.0
1182,DB00228,Q16322,1.0
1183,DB00228,P16389,1.0
1184,DB00228,P22001,1.0
1185,DB00228,P22459,1.0
1186,DB00228,P22460,1.0
1187,DB00228,P17658,1.0
1188,DB00228,Q14721,1.0
1189,DB00228,Q92953,1.0
1190,DB00228,P48547,1.0
1191,DB00228,Q96PR1,1.0
1192,DB00228,Q14003,1.0
1193,DB00228,Q03721,1.0
1194,DB00228,Q9NSA2,1.0
1195,DB00228,Q9NZV8,1.0
1196,DB00228,Q9UK17,1.0
1197,DB00228,P15382,1.0
1198,DB00228,Q9Y6J6,1.0
1199,DB00228,Q9Y6H6,1.0
1200,DB00228,Q8WWG9,1.0
1201,DB00228,Q9UJ90,1.0
1202,DB00228,Q9H3M0,1.0
1203,DB00228,Q9UIX4,1.0
1204,DB00228,Q9UJ96,1.0
1205,DB00228,Q8TAE7,1.0
1206,DB00228,Q8TDN1,1.0
1207,DB00228,O95259,1.0
1208,DB00228,Q12809,1.0
1209,DB00228,Q9ULD8,1.0
1210,DB00228,Q9UQ05,1.0
1211,DB00228,Q8NCM2,1.0
1212,DB00228,Q9H252,1.0
1213,DB00228,Q9NS40,1.0
1214,DB00228,Q96L42,1.0
1215,DB00228,P51787,1.0
1216,DB00228,O43526,1.0
1217,DB00228,O43525,1.0
1218,DB00228,P56696,1.0
1219,DB00228,Q9NR82,1.0
1220,DB00228,Q96KK3,1.0
1221,DB00228,Q9BQ31,1.0
1222,DB00228,Q6PIU1,1.0
1223,DB00228,Q8TDN2,1.0
1224,DB00228,Q14722,1.0
1225,DB00228,Q13303,1.0
1226,DB00228,P98194,1.0
1227,DB00228,O14983,1.0
1228,DB00228,Q05586,1.0
1229,DB00228,Q12879,1.0
1230,DB00228,Q13224,1.0
1231,DB00228,Q14957,1.0
1232,DB00228,O15399,1.0
1233,DB00228,Q8TCU5,1.0
1234,DB00228,O60391,1.0
1235,DB00228,Q06432,1.0
1236,DB00228,Q9Y698,1.0
1237,DB00228,O60359,1.0
1238,DB00228,Q9UBN1,1.0
1239,DB00228,Q9UF02,1.0
1240,DB00228,Q9BXT2,1.0
1241,DB00228,P62955,1.0
1242,DB00228,Q8WXS5,1.0
1243,DB00228,P54289,1.0
1244,DB00228,Q9NY47,1.0
1245,DB00228,Q8IZS8,1.0
1246,DB00228,Q7Z3S7,1.0
1247,DB00228,Q13936,1.0
1248,DB00228,Q01668,1.0
1249,DB00228,O60840,1.0
1250,DB00228,Q13698,1.0
1251,DB00228,Q02641,1.0
1252,DB00228,Q08289,1.0
1253,DB00228,P54284,1.0
1254,DB00228,O00305,1.0
1255,DB00228,Q00975,1.0
1256,DB00228,O00555,1.0
1257,DB00228,Q15878,1.0
1258,DB00228,O43497,1.0
1259,DB00228,O95180,1.0
1260,DB00228,Q9P0X4,1.0
1261,DB00228,P23415,1.0
1262,DB00229,Q8XJ01,1.0
1263,DB00230,P54289,1.0
1264,DB00231,P14867,1.0
1265,DB00231,P47869,1.0
1266,DB00231,P34903,1.0
1267,DB00231,P48169,1.0
1268,DB00231,P31644,1.0
1269,DB00231,Q16445,1.0
1270,DB00231,P18505,1.0
1271,DB00231,P47870,1.0
1272,DB00231,P28472,1.0
1273,DB00231,O14764,1.0
1274,DB00231,P78334,1.0
1275,DB00231,Q8N1C3,1.0
1276,DB00231,P18507,1.0
1277,DB00231,Q99928,1.0
1278,DB00231,O00591,1.0
1279,DB00231,Q9UN88,1.0
1280,DB00231,P14867,1.0
1281,DB00231,P47869,1.0
1282,DB00231,P34903,1.0
1283,DB00231,P31644,1.0
1284,DB00231,Q8N1C3,1.0
1285,DB00231,P18507,1.0
1286,DB00231,Q99928,1.0
1287,DB00233,P35354,1.0
1288,DB00233,O15111,1.0
1289,DB00233,P09917,1.0
1290,DB00233,Q9NZK7,1.0
1291,DB00234,P23975,1.0
1292,DB00235,Q14432,1.0
1293,DB00237,P14867,1.0
1294,DB00237,P47869,1.0
1295,DB00237,P34903,1.0
1296,DB00237,P48169,1.0
1297,DB00237,P31644,1.0
1298,DB00237,Q16445,1.0
1299,DB00237,P18505,1.0
1300,DB00237,P47870,1.0
1301,DB00237,P28472,1.0
1302,DB00237,O14764,1.0
1303,DB00237,P78334,1.0
1304,DB00237,Q8N1C3,1.0
1305,DB00237,P18507,1.0
1306,DB00237,Q99928,1.0
1307,DB00237,O00591,1.0
1308,DB00237,Q9UN88,1.0
1309,DB00237,Q9GZZ6,1.0
1310,DB00237,Q15822,1.0
1311,DB00237,P32297,1.0
1312,DB00237,P43681,1.0
1313,DB00237,P30532,1.0
1314,DB00237,Q15825,1.0
1315,DB00237,P36544,1.0
1316,DB00237,Q9UGM1,1.0
1317,DB00237,P17787,1.0
1318,DB00237,Q05901,1.0
1319,DB00237,P30926,1.0
1320,DB00237,P42261,1.0
1321,DB00237,P42262,1.0
1322,DB00237,P42263,1.0
1323,DB00237,P48058,1.0
1324,DB00237,P39086,1.0
1325,DB00237,Q13002,1.0
1326,DB00237,Q13003,1.0
1327,DB00237,Q16099,1.0
1328,DB00237,Q16478,1.0
1329,DB00238,Q72547,1.0
1330,DB00239,P10613,1.0
1331,DB00239,Q04782,1.0
1332,DB00239,O75469,1.0
1333,DB00240,P04150,1.0
1334,DB00241,P14867,1.0
1335,DB00241,P47869,1.0
1336,DB00241,P34903,1.0
1337,DB00241,P48169,1.0
1338,DB00241,P31644,1.0
1339,DB00241,Q16445,1.0
1340,DB00241,P43681,1.0
1341,DB00241,P36544,1.0
1342,DB00241,P42262,1.0
1343,DB00241,Q13002,1.0
1344,DB00241,P14867,1.0
1345,DB00241,P47869,1.0
1346,DB00241,P34903,1.0
1347,DB00241,P48169,1.0
1348,DB00241,P31644,1.0
1349,DB00241,Q16445,1.0
1350,DB00241,P18505,1.0
1351,DB00241,P47870,1.0
1352,DB00241,P28472,1.0
1353,DB00241,O14764,1.0
1354,DB00241,P78334,1.0
1355,DB00241,Q8N1C3,1.0
1356,DB00241,P18507,1.0
1357,DB00241,Q99928,1.0
1358,DB00241,O00591,1.0
1359,DB00241,Q9UN88,1.0
1360,DB00242,P23921,1.0
1361,DB00242,P31350,1.0
1362,DB00242,Q7LG56,1.0
1363,DB00242,P09884,1.0
1364,DB00242,Q07864,1.0
1365,DB00242,P56282,1.0
1366,DB00242,Q9NRF9,1.0
1367,DB00242,Q9NR33,1.0
1368,DB00242,P00491,1.0
1369,DB00243,P35498,1.0
1370,DB00243,Q9Y5Y9,1.0
1371,DB00243,Q9UI33,1.0
1372,DB00243,Q99250,1.0
1373,DB00243,Q9NY46,1.0
1374,DB00243,P35499,1.0
1375,DB00243,Q14524,1.0
1376,DB00243,Q01118,1.0
1377,DB00243,Q9UQD0,1.0
1378,DB00243,Q15858,1.0
1379,DB00243,Q07699,1.0
1380,DB00243,O60939,1.0
1381,DB00243,Q9NY72,1.0
1382,DB00243,Q8IWT1,1.0
1383,DB00243,Q14500,1.0
1384,DB00243,Q9UNX9,1.0
1385,DB00243,P63252,1.0
1386,DB00243,P48050,1.0
1387,DB00243,Q13936,1.0
1388,DB00243,Q01668,1.0
1389,DB00243,O60840,1.0
1390,DB00243,Q13698,1.0
1391,DB00243,Q02641,1.0
1392,DB00243,Q08289,1.0
1393,DB00243,P54284,1.0
1394,DB00243,O00305,1.0
1395,DB00243,P35348,1.0
1396,DB00243,P35368,1.0
1397,DB00243,P25100,1.0
1398,DB00243,P08588,1.0
1399,DB00244,P35354,1.0
1400,DB00244,P23219,1.0
1401,DB00244,P09917,1.0
1402,DB00244,P37231,1.0
1403,DB00244,O15111,1.0
1404,DB00244,O14920,1.0
1405,DB00244,P05164,1.0
1406,DB00244,P9WJI5,1.0
1407,DB00245,P11229,1.0
1408,DB00245,Q01959,1.0
1409,DB00245,P35367,1.0
1410,DB00245,P31645,1.0
1411,DB00245,P23975,1.0
1412,DB00246,P14416,1.0
1413,DB00246,P21728,1.0
1414,DB00246,P21918,1.0
1415,DB00246,P28223,1.0
1416,DB00246,P35462,1.0
1417,DB00246,P21917,1.0
1418,DB00246,P08908,1.0
1419,DB00246,P28222,1.0
1420,DB00246,P28221,1.0
1421,DB00246,P28566,1.0
1422,DB00246,P28335,1.0
1423,DB00246,P50406,1.0
1424,DB00246,P34969,1.0
1425,DB00246,P35367,1.0
1426,DB00246,P35348,1.0
1427,DB00246,P35368,1.0
1428,DB00246,P08913,1.0
1429,DB00246,P18089,1.0
1430,DB00246,P18825,1.0
1431,DB00246,P11229,1.0
1432,DB00246,P08172,1.0
1433,DB00246,P20309,1.0
1434,DB00246,P08173,1.0
1435,DB00246,P08912,1.0
1436,DB00246,P46098,1.0
1437,DB00246,O95264,1.0
1438,DB00246,Q8WXA8,1.0
1439,DB00246,Q70Z44,1.0
1440,DB00246,A5X5Y0,1.0
1441,DB00246,P47898,1.0
1442,DB00247,P41595,1.0
1443,DB00247,P28335,1.0
1444,DB00247,P28223,1.0
1445,DB00247,P08908,1.0
1446,DB00247,P34969,1.0
1447,DB00247,P28222,1.0
1448,DB00247,P30939,1.0
1449,DB00247,P28566,1.0
1450,DB00248,P14416,1.0
1451,DB00248,P41595,1.0
1452,DB00248,P35462,1.0
1453,DB00248,P28223,1.0
1454,DB00248,P18089,1.0
1455,DB00248,P28221,1.0
1456,DB00248,P21917,1.0
1457,DB00248,P08913,1.0
1458,DB00248,P08908,1.0
1459,DB00248,P18825,1.0
1460,DB00248,P21918,1.0
1461,DB00248,P21728,1.0
1462,DB00248,P28222,1.0
1463,DB00248,P28335,1.0
1464,DB00248,P34969,1.0
1465,DB00248,P35348,1.0
1466,DB00248,P35368,1.0
1467,DB00248,P25100,1.0
1468,DB00248,P08588,1.0
1469,DB00248,P07550,1.0
1470,DB00248,P21728,1.0
1471,DB00248,P21918,1.0
1472,DB00249,Q9QNF7,1.0
1473,DB00250,P0C0X1,1.0
1474,DB00250,P0C0X2,1.0
1475,DB00251,P10613,1.0
1476,DB00252,Q14524,1.0
1477,DB00252,P35498,1.0
1478,DB00252,O75469,1.0
1479,DB00252,Q07699,1.0
1480,DB00252,Q9NY46,1.0
1481,DB00252,Q12809,1.0
1482,DB00252,Q13936,1.0
1483,DB00252,Q01668,1.0
1484,DB00252,O60840,1.0
1485,DB00252,Q13698,1.0
1486,DB00252,Q02641,1.0
1487,DB00252,Q08289,1.0
1488,DB00252,P54284,1.0
1489,DB00252,O00305,1.0
1490,DB00252,O00555,1.0
1491,DB00252,Q99250,1.0
1492,DB00252,Q9UQD0,1.0
1493,DB00252,P14867,1.0
1494,DB00252,P47869,1.0
1495,DB00252,P34903,1.0
1496,DB00252,P48169,1.0
1497,DB00252,P31644,1.0
1498,DB00252,Q16445,1.0
1499,DB00252,P18505,1.0
1500,DB00252,P47870,1.0
1501,DB00252,P28472,1.0
1502,DB00252,O14764,1.0
1503,DB00252,P78334,1.0
1504,DB00252,Q8N1C3,1.0
1505,DB00252,P18507,1.0
1506,DB00252,Q99928,1.0
1507,DB00252,O00591,1.0
1508,DB00252,Q9UN88,1.0
1509,DB00253,P04150,1.0
1510,DB00255,P03372,1.0
1511,DB00255,P62508,1.0
1512,DB00255,Q92731,1.0
1513,DB00255,P11474,1.0
1514,DB00255,O95718,1.0
1515,DB00255,Q15596,1.0
1516,DB00255,O75469,1.0
1517,DB00255,P10275,1.0
1518,DB00255,P04278,1.0
1519,DB00256,P0A7V8,1.0
1520,DB00257,P10613,1.0
1521,DB00257,O15554,1.0
1522,DB00257,O75469,1.0
1523,DB00257,Q8TDS4,1.0
1524,DB00259,P0AC13,1.0
1525,DB00260,P0A6J8,1.0
1526,DB00260,Q9L888,1.0
1527,DB00261,Q14432,1.0
1528,DB00262,P00390,1.0
1529,DB00263,P0AC13,1.0
1530,DB00264,P08588,1.0
1531,DB00264,P07550,1.0
1532,DB00266,Q9BQB6,1.0
1533,DB00266,P15559,1.0
1534,DB00266,Q08257,1.0
1535,DB00267,Q8XJ01,1.0
1536,DB00267,P0AD68,1.0
1537,DB00268,P35462,1.0
1538,DB00268,P21917,1.0
1539,DB00268,P14416,1.0
1540,DB00268,P35348,1.0
1541,DB00268,P35368,1.0
1542,DB00268,P25100,1.0
1543,DB00268,P08913,1.0
1544,DB00268,P18089,1.0
1545,DB00268,P18825,1.0
1546,DB00270,Q13936,1.0
1547,DB00270,P54289,1.0
1548,DB00270,Q08289,1.0
1549,DB00270,O95180,1.0
1550,DB00270,Q9NY47,1.0
1551,DB00270,Q01668,1.0
1552,DB00270,Q13698,1.0
1553,DB00272,P25021,1.0
1554,DB00273,P14867,1.0
1555,DB00273,P35498,1.0
1556,DB00273,Q9Y5Y9,1.0
1557,DB00273,Q9UI33,1.0
1558,DB00273,Q99250,1.0
1559,DB00273,Q9NY46,1.0
1560,DB00273,P35499,1.0
1561,DB00273,Q14524,1.0
1562,DB00273,Q01118,1.0
1563,DB00273,Q9UQD0,1.0
1564,DB00273,Q15858,1.0
1565,DB00273,P39086,1.0
1566,DB00273,Q13002,1.0
1567,DB00273,Q13003,1.0
1568,DB00273,Q16099,1.0
1569,DB00273,Q16478,1.0
1570,DB00273,P00918,1.0
1571,DB00273,P22748,1.0
1572,DB00273,P00915,1.0
1573,DB00273,P07451,1.0
1574,DB00273,Q13936,1.0
1575,DB00273,Q01668,1.0
1576,DB00273,O60840,1.0
1577,DB00273,Q13698,1.0
1578,DB00273,Q02641,1.0
1579,DB00273,Q08289,1.0
1580,DB00273,P54284,1.0
1581,DB00273,O00305,1.0
1582,DB00273,Q15878,1.0
1583,DB00274,C1KC03,1.0
1584,DB00274,P02918,1.0
1585,DB00274,P02919,1.0
1586,DB00274,P0AD68,1.0
1587,DB00274,P0AEB2,1.0
1588,DB00274,P08506,1.0
1589,DB00275,P30556,1.0
1590,DB00276,P11388,1.0
1591,DB00276,Q12809,1.0
1592,DB00276,P02763,1.0
1593,DB00276,P02768,1.0
1594,DB00277,P30542,1.0
1595,DB00277,P29274,1.0
1596,DB00277,P29275,1.0
1597,DB00277,Q07343,1.0
1598,DB00277,O76074,1.0
1599,DB00277,P27815,1.0
1600,DB00277,Q14432,1.0
1601,DB00277,Q92769,1.0
1602,DB00277,Q99829,1.0
1603,DB00277,Q8TCT9,1.0
1604,DB00277,Q15155,1.0
1605,DB00277,P09874,1.0
1606,DB00277,Q7Z5B4,1.0
1607,DB00277,Q9Y4R7,1.0
1608,DB00278,P00734,1.0
1609,DB00279,P10827,1.0
1610,DB00279,P10828,1.0
1611,DB00279,P12004,1.0
1612,DB00280,Q14524,1.0
1613,DB00280,P11229,1.0
1614,DB00280,P08172,1.0
1615,DB00280,P20309,1.0
1616,DB00280,Q9NZV8,1.0
1617,DB00280,Q9UK17,1.0
1618,DB00280,Q12809,1.0
1619,DB00280,P19652,1.0
1620,DB00281,Q9Y5Y9,1.0
1621,DB00281,Q15858,1.0
1622,DB00281,Q14524,1.0
1623,DB00281,P00533,1.0
1624,DB00281,P35499,1.0
1625,DB00281,P02763,1.0
1626,DB00281,P19652,1.0
1627,DB00282,P14324,1.0
1628,DB00282,O95749,1.0
1629,DB00282,P42574,1.0
1630,DB00282,P55211,1.0
1631,DB00283,P35367,1.0
1632,DB00284,O43451,1.0
1633,DB00284,P10253,1.0
1634,DB00284,P14410,1.0
1635,DB00284,P04746,1.0
1636,DB00285,P31645,1.0
1637,DB00285,P23975,1.0
1638,DB00285,Q01959,1.0
1639,DB00286,P03372,1.0
1640,DB00286,Q92731,1.0
1641,DB00287,P43088,1.0
1642,DB00288,P04150,1.0
1643,DB00288,P04083,1.0
1644,DB00289,P23975,1.0
1645,DB00289,P31645,1.0
1646,DB00289,Q05586,1.0
1647,DB00289,Q12879,1.0
1648,DB00289,Q13224,1.0
1649,DB00289,Q14957,1.0
1650,DB00289,O15399,1.0
1651,DB00289,Q8TCU5,1.0
1652,DB00289,O60391,1.0
1653,DB00289,P48549,1.0
1654,DB00289,P41145,1.0
1655,DB00290,P18858,1.0
1656,DB00290,P49916,1.0
1657,DB00292,P14867,1.0
1658,DB00292,P18089,1.0
1659,DB00292,P14867,1.0
1660,DB00292,P47869,1.0
1661,DB00292,P34903,1.0
1662,DB00292,P48169,1.0
1663,DB00292,P31644,1.0
1664,DB00292,Q16445,1.0
1665,DB00292,P18505,1.0
1666,DB00292,P47870,1.0
1667,DB00292,P28472,1.0
1668,DB00292,O14764,1.0
1669,DB00292,P78334,1.0
1670,DB00292,Q8N1C3,1.0
1671,DB00292,P18507,1.0
1672,DB00292,Q99928,1.0
1673,DB00292,O00591,1.0
1674,DB00292,Q9UN88,1.0
1675,DB00293,P04818,1.0
1676,DB00293,Q05932,1.0
1677,DB00294,P06401,1.0
1678,DB00295,P35372,1.0
1679,DB00295,P41145,1.0
1680,DB00295,P41143,1.0
1681,DB00295,Q9Y6Y9,1.0
1682,DB00296,Q9Y5Y9,1.0
1683,DB00297,Q9Y5Y9,1.0
1684,DB00297,P34995,1.0
1685,DB00298,P35348,1.0
1686,DB00298,P25100,1.0
1687,DB00298,P35368,1.0
1688,DB00299,P04293,1.0
1689,DB00299,P06478,1.0
1690,DB00300,Q72547,1.0
1691,DB00300,P24024,1.0
1692,DB00301,Q8XJ01,1.0
1693,DB00302,P00747,1.0
1694,DB00303,P44469,1.0
1695,DB00303,P0AD65,1.0
1696,DB00303,P45059,1.0
1697,DB00303,P0AD68,1.0
1698,DB00303,P24228,1.0
1699,DB00303,P02918,1.0
1700,DB00303,P02919,1.0
1701,DB00303,P08506,1.0
1702,DB00304,P06401,1.0
1703,DB00304,P03372,1.0
1704,DB00306,P14867,1.0
1705,DB00306,P47869,1.0
1706,DB00306,P34903,1.0
1707,DB00306,P48169,1.0
1708,DB00306,P31644,1.0
1709,DB00306,Q16445,1.0
1710,DB00306,P43681,1.0
1711,DB00306,P36544,1.0
1712,DB00306,P42262,1.0
1713,DB00306,Q13002,1.0
1714,DB00306,P14867,1.0
1715,DB00306,P47869,1.0
1716,DB00306,P34903,1.0
1717,DB00306,P48169,1.0
1718,DB00306,P31644,1.0
1719,DB00306,Q16445,1.0
1720,DB00306,P18505,1.0
1721,DB00306,P47870,1.0
1722,DB00306,P28472,1.0
1723,DB00306,O14764,1.0
1724,DB00306,P78334,1.0
1725,DB00306,Q8N1C3,1.0
1726,DB00306,P18507,1.0
